"","SSB","Rec","Bratio","F","WoodHole_SSB.all","WoodHole_Rec.all","WoodHole_Bratio.all","WoodHole_F.all","AFSC_Hurtado_SSB","AFSC_Hurtado_Rec","AFSC_Hurtado_F","AFSC_Hurtado_Bratio"
"1",-0.583826604163013,16.5684296854096,-1.66417236656258,0.251912971737588,-0.586371221939542,4.5094514997367,-1.75463751552584,0.969630603949411,-0.0583826604163013,1.65684296854096,0.0251912971737588,-0.166417236656258
