#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version:
#C file write time: 2021-03-10 15:23:42
#
1977 #_styr
2022 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
10 #_Nages
1 #_N_areas
9 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	  -1	1	1	0	FshTrawl	#_1
1	  -1	1	1	0	FshLL   	#_2
1	  -1	1	1	0	FshPot  	#_3
3	1007	1	2	0	Srv     	#_4
3	1007	1	2	0	LLSrv   	#_5
3	1007	1	2	0	IPHCLL  	#_6
3	1007	1	2	0	ADFG    	#_7
3	1007	1	2	0	SPAWN   	#_8
3	1007	1	2	0	Seine   	#_9
#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	      0	0.05	#_1         
 1977	1	1	    653	0.05	#_2         
 1978	1	1	   3263	0.05	#_3         
 1979	1	1	   3790	0.05	#_4         
 1980	1	1	   9851	0.05	#_5         
 1981	1	1	  10485	0.05	#_6         
 1982	1	1	   6680	0.05	#_7         
 1983	1	1	   9512	0.05	#_8         
 1984	1	1	   8806	0.05	#_9         
 1985	1	1	   4876	0.05	#_10        
 1986	1	1	   6851	0.05	#_11        
 1987	1	1	  22487	0.05	#_12        
 1988	1	1	  27145	0.05	#_13        
 1989	1	1	  37638	0.05	#_14        
 1990	1	1	  59190	0.05	#_15        
 1991	1	1	58101.5	0.05	#_16        
 1992	1	1	54762.2	0.05	#_17        
 1993	1	1	37809.5	0.05	#_18        
 1994	1	1	31446.7	0.05	#_19        
 1995	1	1	  41875	0.05	#_20        
 1996	1	1	45990.5	0.05	#_21        
 1997	1	1	48405.9	0.05	#_22        
 1998	1	1	41569.6	0.05	#_23        
 1999	1	1	37174.7	0.05	#_24        
 2000	1	1	25456.9	0.05	#_25        
 2001	1	1	24386.2	0.05	#_26        
 2002	1	1	19810.2	0.05	#_27        
 2003	1	1	18885.5	0.05	#_28        
 2004	1	1	17512.6	0.05	#_29        
 2005	1	1	14549.2	0.05	#_30        
 2006	1	1	13131.8	0.05	#_31        
 2007	1	1	14775.4	0.05	#_32        
 2008	1	1	20293.4	0.05	#_33        
 2009	1	1	13976.2	0.05	#_34        
 2010	1	1	22035.2	0.05	#_35        
 2011	1	1	16456.3	0.05	#_36        
 2012	1	1	20084.1	0.05	#_37        
 2013	1	1	  21706	0.05	#_38        
 2014	1	1	26916.7	0.05	#_39        
 2015	1	1	22268.1	0.05	#_40        
 2016	1	1	15217.4	0.05	#_41        
 2017	1	1	13041.1	0.05	#_42        
 2018	1	1	3817.98	0.05	#_43        
 2019	1	1	4534.53	0.05	#_44        
 2020	1	1	3427.15	0.05	#_45        
 2021	1	1	5989.22	0.05	#_46        
 2022	1	1	6415.59	0.05	#_47        
 -999	1	2	      0	0.05	#_48        
 1977	1	2	   1615	0.05	#_49        
 1978	1	2	   8927	0.05	#_50        
 1979	1	2	  11114	0.05	#_51        
 1980	1	2	  25494	0.05	#_52        
 1981	1	2	  25646	0.05	#_53        
 1982	1	2	  22785	0.05	#_54        
 1983	1	2	  27028	0.05	#_55        
 1984	1	2	  15092	0.05	#_56        
 1985	1	2	   9552	0.05	#_57        
 1986	1	2	  18161	0.05	#_58        
 1987	1	2	   9809	0.05	#_59        
 1988	1	2	   5236	0.05	#_60        
 1989	1	2	   5280	0.05	#_61        
 1990	1	2	   7666	0.05	#_62        
 1991	1	2	 7734.9	0.05	#_63        
 1992	1	2	15830.5	0.05	#_64        
 1993	1	2	8970.38	0.05	#_65        
 1994	1	2	 6877.4	0.05	#_66        
 1995	1	2	11055.3	0.05	#_67        
 1996	1	2	10249.3	0.05	#_68        
 1997	1	2	11004.2	0.05	#_69        
 1998	1	2	10041.1	0.05	#_70        
 1999	1	2	  12425	0.05	#_71        
 2000	1	2	11699.8	0.05	#_72        
 2001	1	2	10061.7	0.05	#_73        
 2002	1	2	14841.6	0.05	#_74        
 2003	1	2	  12988	0.05	#_75        
 2004	1	2	13542.7	0.05	#_76        
 2005	1	2	8633.55	0.05	#_77        
 2006	1	2	  11079	0.05	#_78        
 2007	1	2	12535.2	0.05	#_79        
 2008	1	2	14053.4	0.05	#_80        
 2009	1	2	17350.2	0.05	#_81        
 2010	1	2	21837.8	0.05	#_82        
 2011	1	2	23002.9	0.05	#_83        
 2012	1	2	20668.4	0.05	#_84        
 2013	1	2	15703.4	0.05	#_85        
 2014	1	2	  19626	0.05	#_86        
 2015	1	2	16840.3	0.05	#_87        
 2016	1	2	10979.4	0.05	#_88        
 2017	1	2	9249.33	0.05	#_89        
 2018	1	2	3659.52	0.05	#_90        
 2019	1	2	3628.35	0.05	#_91        
 2020	1	2	1604.54	0.05	#_92        
 2021	1	2	5529.59	0.05	#_93        
 2022	1	2	5083.67	0.05	#_94        
 -999	1	3	      0	0.05	#_95        
 1977	1	3	      0	0.05	#_96        
 1978	1	3	      0	0.05	#_97        
 1979	1	3	      0	0.05	#_98        
 1980	1	3	      0	0.05	#_99        
 1981	1	3	      0	0.05	#_100       
 1982	1	3	      0	0.05	#_101       
 1983	1	3	      0	0.05	#_102       
 1984	1	3	      0	0.05	#_103       
 1985	1	3	      0	0.05	#_104       
 1986	1	3	      0	0.05	#_105       
 1987	1	3	    643	0.05	#_106       
 1988	1	3	   1421	0.05	#_107       
 1989	1	3	    375	0.05	#_108       
 1990	1	3	   5661	0.05	#_109       
 1991	1	3	10464.1	0.05	#_110       
 1992	1	3	10154.4	0.05	#_111       
 1993	1	3	9707.62	0.05	#_112       
 1994	1	3	9160.54	0.05	#_113       
 1995	1	3	16054.9	0.05	#_114       
 1996	1	3	12040.1	0.05	#_115       
 1997	1	3	9065.42	0.05	#_116       
 1998	1	3	10510.3	0.05	#_117       
 1999	1	3	19014.8	0.05	#_118       
 2000	1	3	17350.8	0.05	#_119       
 2001	1	3	7170.65	0.05	#_120       
 2002	1	3	7693.58	0.05	#_121       
 2003	1	3	  20708	0.05	#_122       
 2004	1	3	25568.3	0.05	#_123       
 2005	1	3	24401.6	0.05	#_124       
 2006	1	3	23686.3	0.05	#_125       
 2007	1	3	24950.4	0.05	#_126       
 2008	1	3	24667.2	0.05	#_127       
 2009	1	3	21869.9	0.05	#_128       
 2010	1	3	  34720	0.05	#_129       
 2011	1	3	45907.5	0.05	#_130       
 2012	1	3	37177.9	0.05	#_131       
 2013	1	3	31166.5	0.05	#_132       
 2014	1	3	38402.4	0.05	#_133       
 2015	1	3	40372.1	0.05	#_134       
 2016	1	3	37857.7	0.05	#_135       
 2017	1	3	26436.5	0.05	#_136       
 2018	1	3	7672.92	0.05	#_137       
 2019	1	3	7552.92	0.05	#_138       
 2020	1	3	1809.34	0.05	#_139       
 2021	1	3	7657.11	0.05	#_140       
 2022	1	3	9914.78	0.05	#_141       
-9999	0	0	      0	   0	#_terminator
#_CPUE_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F; >=30 for special types
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_SD_Report: 0=no sdreport; 1=enable sdreport
#_Fleet	Units	Errtype	SD_Report
1	 1	0	0	#_FshTrawl
2	 1	0	0	#_FshLL   
3	 1	0	0	#_FshPot  
4	 0	0	0	#_Srv     
5	 0	0	0	#_LLSrv   
6	 0	0	0	#_IPHCLL  
7	 0	0	0	#_ADFG    
8	33	0	0	#_SPAWN   
9	33	0	0	#_Seine   
#
#_CPUE_data
#_year	seas	index	obs	se_log
 1984	7	-4	  320525	 0.155044	#_1         
 1985	7	-4	       1	        1	#_2         
 1986	7	-4	       1	        1	#_3         
 1987	7	-4	  247020	 0.183607	#_4         
 1988	7	-4	       1	        1	#_5         
 1989	7	-4	       1	        1	#_6         
 1990	7	 4	  212132	 0.205501	#_7         
 1991	7	-4	       1	        1	#_8         
 1992	7	-4	       1	        1	#_9         
 1993	7	 4	  225480	 0.191361	#_10        
 1994	7	-4	       1	        1	#_11        
 1995	7	-4	       1	        1	#_12        
 1996	7	 4	  319068	  0.21261	#_13        
 1997	7	-4	       1	        1	#_14        
 1998	7	-4	       1	        1	#_15        
 1999	7	 4	  166584	 0.111689	#_16        
 2000	7	-4	       1	        1	#_17        
 2001	7	 4	  158424	 0.178359	#_18        
 2002	7	-4	       1	        1	#_19        
 2003	7	 4	  159749	 0.128623	#_20        
 2004	7	-4	       1	        1	#_21        
 2005	7	 4	  139895	 0.205581	#_22        
 2006	7	-4	       1	        1	#_23        
 2007	7	 4	  192306	 0.173619	#_24        
 2008	7	-4	       1	        1	#_25        
 2009	7	 4	  573469	 0.280651	#_26        
 2010	7	-4	       1	        1	#_27        
 2011	7	 4	  348035	 0.175873	#_28        
 2012	7	-4	       1	        1	#_29        
 2013	7	-4	  337992	 0.150883	#_30        
 2014	7	-4	       1	        1	#_31        
 2015	7	 4	  196555	 0.119472	#_32        
 2016	7	-4	       1	        1	#_33        
 2017	7	 4	 56199.1	 0.116207	#_34        
 2018	7	-4	       1	        1	#_35        
 2019	7	 4	  127118	  0.24347	#_36        
 2020	7	-4	       1	        1	#_37        
 2021	7	 4	 90913.7	0.0866827	#_38        
 1990	7	 5	  116434	  0.13899	#_39        
 1991	7	 5	  110061	 0.140606	#_40        
 1992	7	 5	  136383	0.0866616	#_41        
 1993	7	 5	  153950	 0.114114	#_42        
 1994	7	 5	   96563	0.0943429	#_43        
 1995	7	 5	  120710	 0.100041	#_44        
 1996	7	 5	 84534.7	 0.141059	#_45        
 1997	7	 5	  104647	 0.168991	#_46        
 1998	7	 5	  125877	 0.115302	#_47        
 1999	7	 5	 91480.2	 0.113335	#_48        
 2000	7	 5	   54316	 0.145482	#_49        
 2001	7	 5	   33841	  0.18119	#_50        
 2002	7	 5	   51903	  0.17019	#_51        
 2003	7	 5	 59951.7	 0.150247	#_52        
 2004	7	 5	 53109.4	 0.117739	#_53        
 2005	7	 5	 29863.6	 0.213748	#_54        
 2006	7	 5	 34316.2	  0.19658	#_55        
 2007	7	 5	   34994	 0.139626	#_56        
 2008	7	 5	 26880.5	 0.228264	#_57        
 2009	7	 5	 68394.6	 0.137941	#_58        
 2010	7	 5	 86724.8	 0.138366	#_59        
 2011	7	 5	 93743.3	 0.141454	#_60        
 2012	7	 5	 63767.9	 0.148153	#_61        
 2013	7	-5	 48552.9	 0.162155	#_62        
 2014	7	 5	 69665.2	  0.14334	#_63        
 2015	7	 5	 88482.3	 0.159394	#_64        
 2016	7	 5	 83887.3	 0.172051	#_65        
 2017	7	 5	 39575.2	 0.100925	#_66        
 2018	7	 5	 23856.8	 0.121074	#_67        
 2019	7	 5	 14932.7	 0.185313	#_68        
 2020	7	 5	 19458.7	 0.217917	#_69        
 2021	7	 5	 30829.8	 0.161646	#_70        
 2022	7	 5	 23392.7	 0.158673	#_71        
 1998	7	-6	 16367.5	 0.206917	#_72        
 1999	7	-6	 12373.4	 0.224424	#_73        
 2000	7	-6	 14641.6	 0.216834	#_74        
 2001	7	-6	 12169.3	 0.237813	#_75        
 2002	7	-6	 16494.8	 0.223576	#_76        
 2003	7	-6	 15404.4	 0.235251	#_77        
 2004	7	-6	 16046.6	  0.20143	#_78        
 2005	7	-6	 16301.2	 0.233719	#_79        
 2006	7	-6	 15804.8	 0.207725	#_80        
 2007	7	-6	 18205.8	 0.204649	#_81        
 2008	7	-6	 22217.5	 0.182238	#_82        
 2009	7	-6	 30159.8	 0.162619	#_83        
 2010	7	-6	 27815.3	 0.158238	#_84        
 2011	7	-6	 31746.6	 0.165415	#_85        
 2012	7	-6	 23509.4	 0.184186	#_86        
 2013	7	-6	 26432.4	 0.186755	#_87        
 2014	7	-6	 27750.8	 0.161351	#_88        
 2015	7	-6	 16722.5	 0.203573	#_89        
 2016	7	-6	 11917.6	  0.22265	#_90        
 2017	7	-6	 10355.5	 0.239559	#_91        
 2018	7	-6	 13909.9	 0.217042	#_92        
 2019	7	-6	 13412.1	 0.196861	#_93        
 1988	7	-7	 2.78191	0.0927016	#_94        
 1989	7	-7	 3.68642	0.0858467	#_95        
 1990	7	-7	 2.75451	0.0804902	#_96        
 1991	7	-7	 1.87752	 0.137571	#_97        
 1992	7	-7	 2.85499	0.0843782	#_98        
 1993	7	-7	 2.31045	 0.085535	#_99        
 1994	7	-7	 2.07435	0.0822291	#_100       
 1995	7	-7	 2.29346	 0.108543	#_101       
 1996	7	-7	 2.32491	0.0854886	#_102       
 1997	7	-7	  2.5039	0.0791896	#_103       
 1998	7	-7	 2.25666	0.0851429	#_104       
 1999	7	-7	 1.25129	0.0711202	#_105       
 2000	7	-7	0.972636	0.0770202	#_106       
 2001	7	-7	0.855897	0.0754774	#_107       
 2002	7	-7	 1.08162	0.0693919	#_108       
 2003	7	-7	0.867914	0.0791763	#_109       
 2004	7	-7	 1.32953	0.0727478	#_110       
 2005	7	-7	 1.05094	0.0921712	#_111       
 2006	7	-7	0.904112	0.0884902	#_112       
 2007	7	-7	 1.07824	0.0801556	#_113       
 2008	7	-7	 1.24592	0.0660275	#_114       
 2009	7	-7	  1.2533	0.0697204	#_115       
 2010	7	-7	 1.06195	0.0724007	#_116       
 2011	7	-7	 1.36401	0.0701583	#_117       
 2012	7	-7	 2.58238	0.0898269	#_118       
 2013	7	-7	 1.94806	0.0976872	#_119       
 2014	7	-7	 1.33727	0.0975064	#_120       
 2015	7	-7	 1.20734	0.0964394	#_121       
 2016	7	-7	0.831928	 0.112131	#_122       
 2017	7	-7	0.878719	 0.105985	#_123       
 2018	7	-7	 1.14682	0.0970211	#_124       
 2019	7	-7	0.966179	0.0923565	#_125       
 2020	7	-7	 1.36539	0.0902472	#_126       
 1978	1	 8	   0.383	      0.2	#_127       
 1979	1	 8	   0.415	      0.2	#_128       
 1980	1	-8	       1	      0.2	#_129       
 1981	1	-8	       1	      0.2	#_130       
 1982	1	-8	       1	      0.2	#_131       
 1983	1	 8	   0.304	      0.2	#_132       
 1984	1	-8	       1	      0.2	#_133       
 1985	1	-8	       1	      0.2	#_134       
 1986	1	-8	       1	      0.2	#_135       
 1987	1	 8	   0.256	      0.2	#_136       
 1988	1	-8	       1	      0.2	#_137       
 1989	1	-8	       1	      0.2	#_138       
 1990	1	-8	       1	      0.2	#_139       
 1991	1	 8	   0.411	      0.2	#_140       
 1992	1	 8	   0.304	      0.2	#_141       
 1993	1	-8	       1	      0.2	#_142       
 1994	1	 8	   0.331	      0.2	#_143       
 1995	1	 8	   0.379	      0.2	#_144       
 1996	1	 8	   0.401	      0.2	#_145       
 1997	1	 8	   0.385	      0.2	#_146       
 1998	1	 8	   0.203	      0.2	#_147       
 1999	1	 8	   0.368	      0.2	#_148       
 2000	1	 8	   0.317	      0.2	#_149       
 2001	1	 8	   0.249	      0.2	#_150       
 2002	1	 8	   0.334	      0.2	#_151       
 2003	1	 8	   0.187	      0.2	#_152       
 2004	1	 8	    0.34	      0.2	#_153       
 2005	1	 8	     0.3	      0.2	#_154       
 2006	1	 8	   0.298	      0.2	#_155       
 2007	1	 8	   0.403	      0.2	#_156       
 2008	1	 8	   0.358	      0.2	#_157       
 2009	1	 8	   0.366	      0.2	#_158       
 2010	1	 8	    0.29	      0.2	#_159       
 2011	1	 8	   0.326	      0.2	#_160       
 2012	1	 8	   0.401	      0.2	#_161       
 2013	1	-8	   0.338	      0.2	#_162       
 2014	1	 8	   0.288	      0.2	#_163       
 2015	1	 8	   0.189	      0.2	#_164       
 2016	1	 8	   0.186	      0.2	#_165       
 2017	1	 8	   0.286	      0.2	#_166       
 2018	1	 8	   0.253	      0.2	#_167       
 2019	1	 8	   0.184	      0.2	#_168       
 2020	1	 8	   0.287	      0.2	#_169       
 2021	1	 8	   0.278	      0.2	#_170       
 2022	1	 8	   0.353	      0.2	#_171       
 1977	1	-9	       1	        1	#_172       
 1978	1	-9	       1	        1	#_173       
 1979	1	-9	       1	        1	#_174       
 1980	1	-9	       1	        1	#_175       
 1981	1	-9	       1	        1	#_176       
 1982	1	-9	       1	        1	#_177       
 1983	1	-9	       1	        1	#_178       
 1984	1	-9	       1	        1	#_179       
 1985	1	-9	       1	        1	#_180       
 1986	1	-9	       1	        1	#_181       
 1987	1	-9	       1	        1	#_182       
 1988	1	-9	       1	        1	#_183       
 1989	1	-9	       1	        1	#_184       
 1990	1	-9	       1	        1	#_185       
 1991	1	-9	       1	        1	#_186       
 1992	1	-9	       1	        1	#_187       
 1993	1	-9	       1	        1	#_188       
 1994	1	-9	       1	        1	#_189       
 1995	1	-9	       1	        1	#_190       
 1996	1	-9	       1	        1	#_191       
 1997	1	-9	       1	        1	#_192       
 1998	1	-9	       1	        1	#_193       
 1999	1	-9	       1	        1	#_194       
 2000	1	-9	       1	        1	#_195       
 2001	1	-9	       1	        1	#_196       
 2002	1	-9	       1	        1	#_197       
 2003	1	-9	       1	        1	#_198       
 2004	1	-9	       1	        1	#_199       
 2005	1	-9	       1	        1	#_200       
 2006	1	 9	   118.3	 0.298817	#_201       
 2007	1	 9	     8.1	  0.37284	#_202       
 2008	1	 9	   29.52	 0.335027	#_203       
 2009	1	 9	   30.69	 0.502444	#_204       
 2010	1	 9	   11.71	 0.471392	#_205       
 2011	1	 9	   33.55	 0.367511	#_206       
 2012	1	 9	  187.89	 0.334983	#_207       
 2013	1	-9	    8.32	 0.378606	#_208       
 2014	1	 9	    8.82	 0.482993	#_209       
 2015	1	 9	    1.37	 0.905109	#_210       
 2016	1	 9	    1.95	 0.466667	#_211       
 2017	1	 9	   76.75	 0.305277	#_212       
 2018	1	 9	  110.89	  0.21598	#_213       
 2019	1	 9	    2.27	 0.546256	#_214       
 2020	1	 9	  194.27	 0.276471	#_215       
 2021	1	 9	   22.07	  0.25691	#_216       
 2022	1	 9	  124.91	 0.262189	#_217       
-9999	0	 0	       0	        0	#_terminator
0 #_N_discard_fleets
#_discard_units (1=same_as_catchunits(bio/num); 2=fraction; 3=numbers)
#_discard_errtype:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal
#
#_discard_fleet_info
#
#_discard_data
#
#_meanbodywt
0 #_use_meanbodywt
 #_DF_for_meanbodywt_T-distribution_like
#
#_population_length_bins
2 # length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
1 # binwidth for population size comp
0.5 # minimum size in the population (lower edge of first bin and size at age 0.00)
116.5 # maximum size in the population (lower edge of last bin)
1 #_use_lencomp
#
#_len_info
#_mintailcomp	addtocomp	combine_M_F	CompressBins	CompError	ParmSelect	minsamplesize
-1	1e-04	1	0	0	0	1	#_FshTrawl
-1	1e-04	1	0	0	0	1	#_FshLL   
-1	1e-04	1	0	0	0	1	#_FshPot  
-1	1e-04	1	0	0	0	1	#_Srv     
-1	1e-04	1	0	0	0	1	#_LLSrv   
-1	1e-04	1	0	0	0	1	#_IPHCLL  
-1	1e-04	1	0	0	0	1	#_ADFG    
-1	1e-04	1	0	0	0	1	#_SPAWN   
-1	1e-04	1	0	0	0	1	#_Seine   
117 #_N_lbins
#_lbin_vector
0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5 9.5 10.5 11.5 12.5 13.5 14.5 15.5 16.5 17.5 18.5 19.5 20.5 21.5 22.5 23.5 24.5 25.5 26.5 27.5 28.5 29.5 30.5 31.5 32.5 33.5 34.5 35.5 36.5 37.5 38.5 39.5 40.5 41.5 42.5 43.5 44.5 45.5 46.5 47.5 48.5 49.5 50.5 51.5 52.5 53.5 54.5 55.5 56.5 57.5 58.5 59.5 60.5 61.5 62.5 63.5 64.5 65.5 66.5 67.5 68.5 69.5 70.5 71.5 72.5 73.5 74.5 75.5 76.5 77.5 78.5 79.5 80.5 81.5 82.5 83.5 84.5 85.5 86.5 87.5 88.5 89.5 90.5 91.5 92.5 93.5 94.5 95.5 96.5 97.5 98.5 99.5 100.5 101.5 102.5 103.5 104.5 105.5 106.5 107.5 108.5 109.5 110.5 111.5 112.5 113.5 114.5 115.5 116.5 #_lbin_vector
#
#_lencomp
#_Yr	Seas	FltSvy	Gender	Part	Nsamp	l0.5	l1.5	l2.5	l3.5	l4.5	l5.5	l6.5	l7.5	l8.5	l9.5	l10.5	l11.5	l12.5	l13.5	l14.5	l15.5	l16.5	l17.5	l18.5	l19.5	l20.5	l21.5	l22.5	l23.5	l24.5	l25.5	l26.5	l27.5	l28.5	l29.5	l30.5	l31.5	l32.5	l33.5	l34.5	l35.5	l36.5	l37.5	l38.5	l39.5	l40.5	l41.5	l42.5	l43.5	l44.5	l45.5	l46.5	l47.5	l48.5	l49.5	l50.5	l51.5	l52.5	l53.5	l54.5	l55.5	l56.5	l57.5	l58.5	l59.5	l60.5	l61.5	l62.5	l63.5	l64.5	l65.5	l66.5	l67.5	l68.5	l69.5	l70.5	l71.5	l72.5	l73.5	l74.5	l75.5	l76.5	l77.5	l78.5	l79.5	l80.5	l81.5	l82.5	l83.5	l84.5	l85.5	l86.5	l87.5	l88.5	l89.5	l90.5	l91.5	l92.5	l93.5	l94.5	l95.5	l96.5	l97.5	l98.5	l99.5	l100.5	l101.5	l102.5	l103.5	l104.5	l105.5	l106.5	l107.5	l108.5	l109.5	l110.5	l111.5	l112.5	l113.5	l114.5	l115.5	l116.5
